,author,year,title,climate-damage,weather-damage,climate-change,weather-change,mitigation-damage,climate-threat,adaptation-threat,adaptation-conflict,vader_zscore,big-small-ratio,climate-conflict,bio-loss
525,Birnie etal,2013,effective air purification.txt,0.506849315,1,-0.555555556,-0.826086957,-0.310344828,0.865724382,1,0.818181818,-1.247123167,-0.555555556,0.759036145,0.492063492
526,igbum etal,2019,Feasibility stud.txt,0.3125,-1,0.407407407,-1,-0.238095238,0.58974359,1,0.111111111,0.110062607,1,0.707317073,-0.6
527,Chen etal,2008,constructional entransy.txt,0.371681416,-1,0.529411765,-1,0.574468085,0.978494624,0.5,1,1.407946445,-1,0.68,0
528,yadav,2012,On the suitability.txt,0.744680851,1,0.8,0,-0.05,0.840277778,,0.133333333,-0.473470086,-0.733333333,0.94011976,-0.714285714
529,cai and yan,2018,The plannin.txt,-0.882352941,,-1,-1,-0.358974359,0.869281046,,0.181818182,-0.758298502,-0.818181818,0.5,0.5
530,li etal,2012,Experimental study on the di.txt,0.808988764,-1,0.111111111,-1,-0.12195122,0.8125,1,0,-0.430906378,-1,0.811320755,-0.375
531,ciampi etal,2014,energy and economic analyses.txt,0.747474747,-1,-0.365853659,-1,-0.151515152,0.847457627,1,0.5,1.04675078,-0.789473684,0.958333333,-0.647058824
532,javed and fahlen,2011,Thermal response.txt,0.456790123,-0.666666667,0.875,-0.333333333,-0.363636364,0.828571429,1,-0.2,1.635987616,0.166666667,0.957219251,-1
533,avgerinos ,2013,Computational study.txt,0.797752809,,-1,-1,-0.166666667,-0.585365854,0.333333333,0.25,-2.162352243,-0.166666667,0.886178862,0.052631579
534,shang,2020,Ruralecotourism.txt,0.025641026,-1,0.333333333,-1,0.7578125,-0.066666667,0.2,0.75,-0.30481597,-0.333333333,1,-0.8
535,Tufail,2020,confined rubberized concrete.txt,-0.782608696,0.666666667,0.523809524,0,-0.210526316,0.409836066,1,-0.111111111,-1.628408643,0.4,0.937984496,-0.096774194
536,Noro and Lazzarin,2017,heat pump system.txt,0.685950413,,-1,-1,0.5,0.951515152,1,0.914893617,-0.965057462,-1,0.986206897,0.153846154
537,ricci etal,2014,development.txt,0.616438356,,0.4,-1,-0.578947368,0.071428571,1,-0.166666667,-0.470184099,-0.777777778,0.93814433,-0.263157895
538,oleg,2010,autonomous energy systems.txt,0.272727273,1,-0.6,-0.333333333,-0.485714286,0.961165049,0.777777778,0.6,-0.011406623,-1,0.958762887,-0.818181818
539,Bi etal,2009,Ecological.txt,0.864285714,-0.6,0.090909091,-0.666666667,0.142857143,0.887850467,0.6,0.666666667,0.088145671,-0.5,0.837837838,-0.315789474
540,li and yang,2010,Energy and exergy analysis.txt,0.81595092,-0.846153846,0.058823529,-0.777777778,0.361702128,0.901639344,1,0.416666667,0.965361893,-1,0.961290323,-0.368421053
541,corberan etal,2018,Dual source.txt,0.764210526,,-1,-1,0.12,0.941747573,1,0,-0.299632124,-0.846153846,0.963963964,-0.818181818
542,zhang,2020,Res.txt,-0.666666667,-1,-1,-1,-0.263157895,0.793103448,1,-0.222222222,-0.116004182,-1,0.91011236,-0.92
543,akyuz,2010,Energetic.txt,0.385964912,-1,-0.052631579,-1,-0.454545455,0.828220859,0.75,0.6,0.161072228,-1,0.166666667,-0.222222222
544,Wang etal,2013,power and power density.txt,0.657142857,-0.6,0.219512195,-0.777777778,0.066666667,0.850746269,0.785714286,0.272727273,-2.098895938,-1,1,-0.818181818
545,shakouri,2020,Thermodynamic.txt,0.126984127,-1,0.111111111,-1,-0.444444444,0.756756757,1,1,-0.861912163,-1,0.941176471,-1
546,zhan,2010,Numerical.txt,0.929961089,,-0.076923077,-1,-0.352941176,0.798561151,1,0.454545455,-1.694879926,-1,1,-0.737704918
547,Azad,2008,Split heat pipe heat.txt,0.825641026,1,-0.125,-0.636363636,-0.466666667,0.933054393,1,0.666666667,-0.810224748,-1,0.849056604,-1
548,shuai,2018,Whatdo.txt,-0.739130435,-1,0.490909091,-1,1,1,1,,0.200537628,,0.90647482,
549,wangabdullah,2011,Investigating.txt,0.696750903,,0.5,-1,0.666666667,-0.2,0.75,0.894736842,1.636036904,-0.8,0.913043478,-0.428571429
550,oyieke,2019,Multilayered.txt,0.737864078,-1,0,-1,-0.074074074,0.917525773,-1,0.7,-0.267431601,-0.5,0.827586207,0.648351648
551,lin,2016,Stratum ventilation a low c.txt,0.543726236,-1,-0.4,-1,0.027027027,0.375,1,-0.2,0.127747409,-1,0.974683544,-1
552,jasen and marchetti,2012,Kinetic study of.txt,-0.111111111,-1,0,-1,-0.739130435,0.95959596,1,-1,0.224519132,-1,1,-1
553,ranjan,2016,Energy.txt,0.444816054,-1,0.62962963,-1,0.371428571,0.922705314,1,0.538461538,0.214644974,-0.916666667,0.972222222,-0.826086957
554,bANSAL,2009,evaporative cooling.txt,0.866666667,1,0.5,0.684210526,0.181818182,0.910828025,0.666666667,0.846153846,-0.507479386,-1,0.944444444,-0.655172414
555,jradi and riffat,2012,Medium temper.txt,0.693693694,-1,0.066666667,-1,0,0.272727273,1,0.285714286,-0.816017635,-0.666666667,0.970149254,0.25
556,Jarimi etal,2018,solar thermal.txt,0.777777778,0.4,0.1,-0.44,-0.142857143,0.770491803,1,0,-0.34089226,-1,0.96626506,-0.272727273
557,lee etal,2013,high rise.txt,0.333333333,0,-0.619047619,-0.888888889,-0.206896552,0.823529412,1,0.416666667,-0.398465849,-0.666666667,0.941176471,-0.84
558,man etal,2010,Operation.txt,0.904761905,0.333333333,0,-0.333333333,0.142857143,0.952380952,0,0.5,-1.379965074,-1,0.913043478,-0.28
559,khzouz etal,2011,Characterizatio.txt,0.3,-1,-0.75,-1,-0.674418605,0.384615385,0,-0.333333333,-1.078130927,-1,0.906542056,-0.636363636
560,aleknaviviute,2016,Towards clean.txt,0.384615385,,1,,-0.413043478,0.912727273,1,0.2,-0.445892999,-0.666666667,0.96875,-0.672131148
561,rodrigues,2016,Investigating.txt,0.2875,,0.2,-1,0.208333333,0.5,0.333333333,0.666666667,-0.422517745,-0.777777778,0.75,-0.555555556
562,reay,2013,are the process industries.txt,0.632352941,0.333333333,0.4,-0.2,0.576923077,-0.555555556,1,0.5,1.02022142,-0.538461538,0.75,-1
563,bhattacharyya etal,2010,adiabatic capillary tube in a transcritical CO2 system.txt,0.3125,,-0.555555556,-1,0.555555556,1,1,0.666666667,-0.909889944,-0.777777778,0.833333333,0.722222222
564,gharghani,2020,An experimental.txt,0.286821705,-1,-0.714285714,-1,0.466666667,0.962264151,0,1,,0,0.992366412,-1
565,nygard,2012,Review.txt,0.280898876,0.2,-0.290322581,-0.739130435,-0.230769231,0.874125874,0.666666667,-0.333333333,0.317595384,-0.6,0.962441315,0.096774194
566,Boncini etal,2008,Double Light Pipe.txt,0.238095238,0,-0.714285714,-0.714285714,0.240310078,-0.428571429,0.666666667,0.326530612,0.926399099,-1,0.902439024,-0.6
567,guo etal,2012,Numerical.txt,0.05952381,-1,-0.333333333,-1,0.045454545,0.872340426,1,0.555555556,0.712937833,-1,0.878787879,-0.214285714
568,sicre,2015,High.txt,0.748502994,-1,0.701492537,-1,-0.263157895,0.625,0.047619048,0.5,-0.097626297,-0.818181818,0.926289926,-1
569,Embaye etal,2014,effect of flow pulsation.txt,0.817142857,-1,-0.5,-1,0.416666667,0.3,1,0.647058824,-0.363355221,-1,0.87037037,-0.111111111
570,papadak,2013,Aparametric.txt,0.756097561,,-0.5,-1,-0.409090909,0.971326165,1,0.538461538,0.35154593,-0.75,0.783783784,-0.7
571,Rojas,2013,Atrium building design.txt,0.559322034,-1,1,,0.538461538,0.485714286,1,0.428571429,1.576697571,-1,1,0.166666667
572,taha,2013,Meteorological.txt,0.252225519,-0.090909091,-0.090909091,-0.090909091,0.353383459,0.843478261,1,0.739130435,1.009308051,-1,0.975609756,-0.139240506
573,auid etal,2013,Organic Rankine cycles.txt,0.744493392,-1,0.428571429,-1,0.083333333,0.978835979,0.538461538,0.5,0.542722378,-1,0.914529915,-0.6
574,bottarelli,2019,Testing of a dualsource heat pump.txt,0.848101266,-1,0.181818182,-1,0.444444444,0.932885906,1,0,-1.414794717,-1,0.96013289,-0.968253968
575,gurler,2020,longterm monitoring.txt,0.705722071,,-0.2,-1,-0.555555556,0.291666667,,0.272727273,-1.628009684,-1,0.857142857,-1
576,Guo etal,2018,Surrounding rock control.txt,-0.953846154,1,0.853658537,-0.714285714,0.259259259,0.95951417,0.904761905,0.882352941,-0.36790985,-0.909090909,0.952380952,-0.529411765
577,busato etal,2012,Energy and economic.txt,0.648648649,0,0.090909091,-0.666666667,-0.166666667,0.718309859,0.888888889,0.555555556,-1.769291772,-1,0.988439306,-0.6
578,mohan,2009,The performance.txt,0.561290323,-0.379310345,0.464285714,-0.25,-0.636363636,0.890909091,1,0,-0.924433171,0.166666667,1,0.593220339
579,Maheshwari etal,2009,performance analysis.txt,0.894736842,-1,0.4,-1,-0.555555556,0.958041958,0,-0.333333333,0.273426393,-0.8,0.926829268,-1
580,kler etal,2010,combined technolo.txt,0.580952381,-1,0.764705882,-1,0.034482759,0.917431193,1,0.6,-0.509187114,-1,0.636363636,-0.461538462
581,darkwa and fraser,2012,Performance of an integrated solar absorption cooling system.txt,0.830508475,-1,-1,-1,0.090909091,0.958762887,-0.333333333,0.666666667,-0.244539563,-1,0.95959596,0.531914894
582,chen etal,2010,Development of photovoltaic thermal.txt,0.668789809,,-1,-1,-0.090909091,0.771428571,,-0.076923077,-0.858331542,-1,1,-1
583,riffat,2017,Overview.txt,0.702857143,,0,-1,0.777777778,1,1,1,1.816881604,,0.991341991,1
584,wangetal,2019,Research.txt,-0.631578947,-1,0.777777778,-1,0.636363636,-1,0,0.935483871,0.065799199,0.714285714,0.333333333,0.3
585,Gao etal,2013,A comparativ.txt,-0.117647059,1,0.971428571,0.5,0.666666667,-0.5,0.882352941,0.966666667,0.287041416,0.714285714,0.953846154,0.405405405
586,yi etal,2009,atriums in subtropical climate.txt,0.318181818,,-1,-1,0.111111111,0.692307692,-1,0.333333333,1.166486214,-1,0.989528796,-0.076923077
587,Lazzarin etal,2013,annual air conditioning.txt,0.698324022,-1,0.333333333,-1,-0.142857143,0.882352941,0.5,0.666666667,-0.8840548,,0.625,-0.2
588,yali,2014,Simulation.txt,-0.714285714,-1,0.25,-1,-0.641025641,0.897435897,1,0.6,0.861341064,-1,0.709090909,-0.014084507
589,arslan,2013,Characterization.txt,0.850931677,-0.555555556,-0.066666667,-0.777777778,0.435897436,0.529411765,1,0.571428571,0.917559531,-1,0.985074627,-0.8
590,Ajay,2009,simultaneous.txt,0.563318777,-1,-0.333333333,-1,0.583333333,0.6,-0.5,0.578947368,0.299140683,-1,0.935483871,-0.6
591,trevor,2016,Design.txt,0.726829268,-1,0,-1,0.684210526,0.904761905,1,,-0.719200751,-1,1,0
592,lian etal,2016,Simultaneous synthes.txt,0.717073171,0.818181818,0.857142857,0.818181818,-0.625,-0.235294118,1,-0.428571429,0.064876429,-0.75,0.692307692,-1
593,chen etal,2016,Theoretical.txt,0.804511278,,0.888888889,-1,1,0.988372093,1,1,-0.605315768,-0.333333333,0.941605839,0.37254902
594,cuce and cuce,2013,Theoretical investigation of hot box solar coo.txt,0.551515152,1,0.636363636,-0.333333333,0.090909091,0.88372093,0,1,1.340134651,-1,0.523809524,-0.230769231
595,mohan ,2011,Parametric.txt,0.841924399,-0.714285714,-0.424,-0.977777778,0.674418605,-0.066666667,0.428571429,0.787234043,0.882221029,-0.8,0.631578947,-0.75
596,suetal,2018,Nanosilicon.txt,0.28,-1,-0.571428571,-1,-0.23943662,-0.043478261,0.6,-0.375,-0.463007382,-1,0.93814433,-0.454545455
597,opubo,2013,Ahigh.txt,0.406896552,-0.6,-0.714285714,-0.777777778,0.176470588,0.954545455,-0.384615385,0.931034483,0.229173522,-0.2,1,0
598,ghabra,2017,The impac.txt,0.433962264,,0.9375,-1,0.733333333,0.982608696,1,0.2,-2.1439851,-1,0.967741935,-0.692307692
599,awogbemi etal,2020,Optimization of FAME.txt,-0.295454545,-1,-0.4,-1,0.018867925,0.047619048,0.8,0.6,0.386191736,-1,0.93258427,-1
600,dayma etal,2013,Energetic and exergetic analyses of a transcritical N2O heat pump system.txt,0.695652174,1,1,1,-0.466666667,0.971830986,1,0.75,0.77426371,-0.625,0.939393939,0.714285714
601,Lazzarin,2007,Solar cooling plants.txt,0.793814433,-1,0.6,-1,-0.058823529,0.939393939,0,1,-0.767512263,-1,1,-0.142857143
602,symes,2013,enhanced.txt,0.142857143,0.333333333,0.428571429,-0.555555556,-0.26984127,-0.411764706,1,0.636363636,0.950024458,-1,0.764705882,-0.739130435
603,ana etal,2019,Energy assessment.txt,0.686956522,,-0.666666667,-1,-0.505154639,0.085106383,1,-0.047619048,0.515543712,-0.666666667,0.881578947,-1
604,Gennaro,2014,climatechangeAndRespiratory.txt,0.032820513,,-0.75,-1,0.355371901,0.76,1,0.473684211,0.212695553,-0.8,0.837398374,-0.01754386
605,awogbemi etal,2019,Comparative stud.txt,-0.247524752,,0.741935484,-1,0.5,0.906976744,1,1,-1.638721259,-1,0.428571429,0.466666667
606,bwapwa etal,2019,Jet fuel.txt,-0.025,-1,0.25,-1,0.294117647,0.942028986,1,1,-0.336028454,-0.636363636,0.897959184,-0.090909091
